left,top,width,height,ca,no,tr,fr
602,311,617,386,airplane,28,ryplus,115
531,252,662,276,airplane,28,ryplus,121
517,435,714,232,airplane,28,rzminus,1
535,437,712,225,airplane,28,rzminus,7
698,440,572,216,airplane,28,rzminus,13
701,469,515,218,airplane,28,rzminus,19
642,430,505,212,airplane,28,rzminus,25
575,399,613,204,airplane,28,rzminus,31
548,341,789,347,airplane,28,rzminus,37
597,316,617,337,airplane,28,rzminus,43
566,327,662,348,airplane,28,rzminus,49
583,376,484,340,airplane,28,rzminus,55
455,336,852,381,airplane,28,rzminus,61
686,243,661,341,airplane,28,rzminus,67
703,352,614,261,airplane,28,rzminus,73
582,454,587,254,airplane,28,rzminus,79
572,361,615,210,airplane,28,rzminus,85
677,377,723,237,airplane,28,rzminus,91
570,393,784,214,airplane,28,rzminus,97
610,322,673,237,airplane,28,rzminus,103
559,373,512,260,airplane,28,rzminus,109
565,302,587,365,airplane,28,rzminus,115
460,277,862,293,airplane,28,rzminus,121
621,390,594,196,airplane,28,rzplus,1
573,421,709,187,airplane,28,rzplus,7
587,409,652,259,airplane,28,rzplus,13
721,451,480,199,airplane,28,rzplus,19
691,410,568,268,airplane,28,rzplus,25
661,370,656,337,airplane,28,rzplus,31
623,436,683,184,airplane,28,rzplus,37
584,381,589,240,airplane,28,rzplus,43
652,390,521,282,airplane,28,rzplus,49
754,394,530,252,airplane,28,rzplus,55
863,401,444,211,airplane,28,rzplus,61
616,388,714,203,airplane,28,rzplus,67
671,375,711,278,airplane,28,rzplus,73
826,410,499,225,airplane,28,rzplus,79
877,423,302,159,airplane,28,rzplus,85
617,431,729,212,airplane,28,rzplus,91
729,346,725,307,airplane,28,rzplus,97
677,351,609,239,airplane,28,rzplus,103
691,350,509,335,airplane,28,rzplus,109
715,346,666,372,airplane,28,rzplus,115
678,328,670,369,airplane,28,rzplus,121
664,304,650,221,airplane,28,rzplus,127
735,348,531,256,airplane,29,rxminus,1
704,341,559,247,airplane,29,rxminus,7
703,435,559,231,airplane,29,rxminus,13
681,315,530,461,airplane,29,rxminus,19
590,247,706,629,airplane,29,rxminus,25
705,332,527,554,airplane,29,rxminus,31
575,428,790,316,airplane,29,rxminus,37
595,438,634,217,airplane,29,rxminus,43
666,286,559,436,airplane,29,rxminus,49
595,108,717,777,airplane,29,rxminus,55
595,297,668,527,airplane,29,rxminus,61
679,441,530,210,airplane,29,rxminus,67
688,385,585,310,airplane,29,rxminus,73
688,217,569,657,airplane,29,rxminus,79
602,208,788,660,airplane,29,rxminus,85
654,378,577,301,airplane,29,rxminus,91
666,413,540,235,airplane,29,rxminus,97
653,283,551,416,airplane,29,rxminus,103
567,207,637,604,airplane,29,rxminus,109
666,320,536,514,airplane,29,rxminus,115
611,422,610,255,airplane,29,rxminus,121
873,178,533,259,airplane,29,rxplus,1
864,213,463,304,airplane,29,rxplus,7
801,197,564,376,airplane,29,rxplus,13
790,154,552,506,airplane,29,rxplus,19
843,77,588,575,airplane,29,rxplus,25
733,58,643,542,airplane,29,rxplus,31
805,181,493,227,airplane,29,rxplus,37
802,197,491,243,airplane,29,rxplus,43
750,16,638,549,airplane,29,rxplus,49
778,36,479,461,airplane,29,rxplus,55
823,182,470,183,airplane,29,rxplus,61
807,188,482,268,airplane,29,rxplus,67
828,109,452,433,airplane,29,rxplus,73
751,48,547,562,airplane,29,rxplus,79
823,152,459,369,airplane,29,rxplus,85
804,300,518,185,airplane,29,rxplus,91
811,248,459,298,airplane,29,rxplus,97
769,122,497,529,airplane,29,rxplus,103
661,107,720,464,airplane,29,rxplus,109
800,285,454,188,airplane,29,rxplus,115
851,115,598,232,airplane,29,ryminus,1
879,49,516,362,airplane,29,ryminus,7
833,79,370,455,airplane,29,ryminus,13
875,41,200,517,airplane,29,ryminus,19
729,91,368,528,airplane,29,ryminus,25
680,139,491,412,airplane,29,ryminus,31
677,220,609,196,airplane,29,ryminus,37
754,185,519,318,airplane,29,ryminus,43
830,29,361,475,airplane,29,ryminus,49
778,0,408,489,airplane,29,ryminus,55
799,23,330,450,airplane,29,ryminus,61
723,169,468,313,airplane,29,ryminus,67
735,175,504,248,airplane,29,ryminus,73
780,122,470,407,airplane,29,ryminus,79
845,109,288,503,airplane,29,ryminus,85
803,116,261,468,airplane,29,ryminus,91
743,219,397,354,airplane,29,ryminus,97
743,241,531,357,airplane,29,ryminus,103
844,200,469,334,airplane,29,ryminus,109
880,137,360,439,airplane,29,ryminus,115
666,212,633,314,airplane,29,ryplus,1
715,186,475,380,airplane,29,ryplus,7
764,107,345,521,airplane,29,ryplus,13
742,75,383,531,airplane,29,ryplus,19
724,264,512,364,airplane,29,ryplus,25
679,292,499,220,airplane,29,ryplus,31
670,219,457,401,airplane,29,ryplus,37
811,95,296,530,airplane,29,ryplus,43
718,207,492,424,airplane,29,ryplus,49
728,353,500,208,airplane,29,ryplus,55
693,265,490,398,airplane,29,ryplus,61
759,106,323,537,airplane,29,ryplus,67
764,126,339,510,airplane,29,ryplus,73
753,311,472,277,airplane,29,ryplus,79
673,228,500,262,airplane,29,ryplus,85
645,91,473,422,airplane,29,ryplus,91
847,68,241,584,airplane,29,ryplus,97
609,212,603,386,airplane,29,ryplus,103
658,422,676,204,airplane,29,rzminus,1
803,417,438,222,airplane,29,rzminus,7
747,489,555,184,airplane,29,rzminus,13
700,458,588,288,airplane,29,rzminus,19
764,458,489,298,airplane,29,rzminus,25
760,511,520,192,airplane,29,rzminus,31
656,551,632,264,airplane,29,rzminus,37
729,539,489,256,airplane,29,rzminus,43
780,549,472,179,airplane,29,rzminus,49
675,561,489,224,airplane,29,rzminus,55
662,569,584,212,airplane,29,rzminus,61
670,564,584,231,airplane,29,rzminus,67
693,592,481,287,airplane,29,rzminus,73
637,615,473,179,airplane,29,rzminus,79
665,561,548,258,airplane,29,rzminus,85
782,543,506,310,airplane,29,rzminus,91
704,598,443,207,airplane,29,rzminus,97
738,271,547,249,airplane,29,rzplus,1
723,294,534,287,airplane,29,rzplus,7
781,300,607,255,airplane,29,rzplus,13
621,256,834,466,airplane,29,rzplus,19
773,399,642,235,airplane,29,rzplus,25
828,442,532,246,airplane,29,rzplus,31
728,442,687,292,airplane,29,rzplus,37
717,496,571,278,airplane,29,rzplus,43
812,410,591,422,airplane,29,rzplus,49
796,497,639,296,airplane,29,rzplus,55
813,494,671,295,airplane,29,rzplus,61
844,525,695,293,airplane,29,rzplus,67
840,574,551,239,airplane,29,rzplus,73
861,553,561,249,airplane,29,rzplus,79
879,534,539,279,airplane,29,rzplus,85
833,521,522,303,airplane,29,rzplus,91
827,561,568,312,airplane,29,rzplus,97
858,549,684,288,airplane,29,rzplus,103
994,528,632,354,airplane,29,rzplus,109
972,560,587,222,airplane,29,rzplus,115
1032,454,594,216,airplane,29,rzplus,121
683,328,479,354,airplane,30,rxminus,1
669,438,363,219,airplane,30,rxminus,7
675,447,413,251,airplane,30,rxminus,13
693,395,425,380,airplane,30,rxminus,19
680,353,452,466,airplane,30,rxminus,25
682,419,445,385,airplane,30,rxminus,31
744,540,387,234,airplane,30,rxminus,37
750,456,467,287,airplane,30,rxminus,43
711,387,575,431,airplane,30,rxminus,49
750,446,381,401,airplane,30,rxminus,55
766,465,383,305,airplane,30,rxminus,61
754,424,403,277,airplane,30,rxminus,67
745,438,392,261,airplane,30,rxminus,73
755,390,387,432,airplane,30,rxminus,79
752,419,438,420,airplane,30,rxminus,85
710,521,563,294,airplane,30,rxminus,91
791,536,405,315,airplane,30,rxminus,97
780,466,396,349,airplane,30,rxminus,103
705,429,558,484,airplane,30,rxminus,109
783,511,415,373,airplane,30,rxminus,115
760,600,444,226,airplane,30,rxminus,121
789,517,475,257,airplane,30,rxminus,127
739,551,461,307,airplane,30,rxplus,1
812,559,360,245,airplane,30,rxplus,7
749,536,544,367,airplane,30,rxplus,13
777,554,386,378,airplane,30,rxplus,19
724,485,543,351,airplane,30,rxplus,25
786,559,397,266,airplane,30,rxplus,31
798,562,417,256,airplane,30,rxplus,37
789,619,432,238,airplane,30,rxplus,43
789,525,403,439,airplane,30,rxplus,49
790,442,387,347,airplane,30,rxplus,55
784,453,398,234,airplane,30,rxplus,61
740,425,603,421,airplane,30,rxplus,67
685,399,632,455,airplane,30,rxplus,73
764,466,401,436,airplane,30,rxplus,79
737,486,423,301,airplane,30,rxplus,85
771,456,402,241,airplane,30,rxplus,91
744,477,578,294,airplane,30,rxplus,97
777,426,402,411,airplane,30,rxplus,103
780,459,449,372,airplane,30,rxplus,109
798,513,386,283,airplane,30,rxplus,115
773,517,534,347,airplane,30,rxplus,121
832,450,377,237,airplane,30,ryminus,1
810,488,389,250,airplane,30,ryminus,7
855,435,390,313,airplane,30,ryminus,13
917,406,329,393,airplane,30,ryminus,19
958,400,281,435,airplane,30,ryminus,25
909,483,269,390,airplane,30,ryminus,31
896,484,382,282,airplane,30,ryminus,37
773,439,551,431,airplane,30,ryminus,43
871,536,544,386,airplane,30,ryminus,49
929,535,339,390,airplane,30,ryminus,55
870,394,342,457,airplane,30,ryminus,61
833,483,329,360,airplane,30,ryminus,67
862,559,395,243,airplane,30,ryminus,73
903,519,368,335,airplane,30,ryminus,79
920,424,377,576,airplane,30,ryminus,85
802,526,348,406,airplane,30,ryminus,91
877,580,403,262,airplane,30,ryminus,97
870,584,378,352,airplane,30,ryminus,103
832,484,405,446,airplane,30,ryminus,109
817,487,574,488,airplane,30,ryminus,115
857,545,440,321,airplane,30,ryminus,121
861,449,376,233,airplane,30,ryminus,127
788,415,394,254,airplane,30,ryplus,1
737,514,432,216,airplane,30,ryplus,7
737,534,445,269,airplane,30,ryplus,13
803,510,388,317,airplane,30,ryplus,19
861,525,243,392,airplane,30,ryplus,25
798,597,373,423,airplane,30,ryplus,31
773,566,386,266,airplane,30,ryplus,37
728,472,409,276,airplane,30,ryplus,43
671,531,597,440,airplane,30,ryplus,49
798,569,315,379,airplane,30,ryplus,55
851,575,420,449,airplane,30,ryplus,61
782,692,393,226,airplane,30,ryplus,67
774,489,417,239,airplane,30,ryplus,73
753,592,407,307,airplane,30,ryplus,79
846,553,328,382,airplane,30,ryplus,85
815,567,310,405,airplane,30,ryplus,91
798,631,378,250,airplane,30,ryplus,97
729,614,456,382,airplane,30,ryplus,103
811,634,275,415,airplane,30,ryplus,109
788,649,461,406,airplane,30,ryplus,115
767,703,448,314,airplane,30,ryplus,121
754,502,371,254,airplane,30,rzminus,1
749,565,451,250,airplane,30,rzminus,7
760,593,375,237,airplane,30,rzminus,13
705,600,514,342,airplane,30,rzminus,19
754,653,462,342,airplane,30,rzminus,25
760,657,404,245,airplane,30,rzminus,31
734,621,425,299,airplane,30,rzminus,37
728,660,413,236,airplane,30,rzminus,43
716,685,536,252,airplane,30,rzminus,49
725,703,443,264,airplane,30,rzminus,55
730,691,395,242,airplane,30,rzminus,61
745,683,401,288,airplane,30,rzminus,67
728,707,394,299,airplane,30,rzminus,73
736,775,353,184,airplane,30,rzminus,79
730,673,496,287,airplane,30,rzminus,85
773,639,445,288,airplane,30,rzminus,91
738,741,447,168,airplane,30,rzminus,97
754,683,568,322,airplane,30,rzminus,103
780,735,434,225,airplane,30,rzminus,109
771,774,375,289,airplane,30,rzminus,115
744,726,422,289,airplane,30,rzminus,121
788,644,436,283,airplane,30,rzminus,127
843,470,363,237,airplane,30,rzplus,1
851,514,423,251,airplane,30,rzplus,7
808,578,443,258,airplane,30,rzplus,13
877,623,310,220,airplane,30,rzplus,19
764,636,439,224,airplane,30,rzplus,25
795,683,394,204,airplane,30,rzplus,31
784,673,409,249,airplane,30,rzplus,37
826,669,368,269,airplane,30,rzplus,43
816,683,405,254,airplane,30,rzplus,49
815,657,454,322,airplane,30,rzplus,55
743,695,412,242,airplane,30,rzplus,61
778,642,374,233,airplane,30,rzplus,67
834,644,419,229,airplane,30,rzplus,73
834,692,402,229,airplane,30,rzplus,79
811,765,472,223,airplane,30,rzplus,85
678,747,564,265,airplane,30,rzplus,91
805,736,428,252,airplane,30,rzplus,97
810,771,392,233,airplane,30,rzplus,103
773,740,434,258,airplane,30,rzplus,109
788,756,427,270,airplane,30,rzplus,115
870,782,388,255,airplane,30,rzplus,121
819,211,330,349,ball,1,rxminus,1
780,251,327,347,ball,1,rxminus,7
766,246,356,365,ball,1,rxminus,13
752,217,394,383,ball,1,rxminus,19
779,267,367,367,ball,1,rxminus,25
792,250,368,374,ball,1,rxminus,31
780,211,382,381,ball,1,rxminus,37
753,221,408,393,ball,1,rxminus,43
797,205,378,389,ball,1,rxminus,49
778,200,425,458,ball,1,rxminus,55
782,191,421,425,ball,1,rxminus,61
765,193,416,420,ball,1,rxminus,67
768,195,393,411,ball,1,rxminus,73
793,220,385,398,ball,1,rxminus,79
797,243,397,385,ball,1,rxminus,85
786,194,398,397,ball,1,rxminus,91
810,224,380,395,ball,1,rxminus,97
840,237,380,394,ball,1,rxminus,103
821,252,393,390,ball,1,rxminus,109
778,187,416,410,ball,1,rxminus,115
772,217,411,419,ball,1,rxminus,121
819,192,416,445,ball,1,rxminus,127
780,235,313,312,ball,1,rxplus,1
707,256,346,340,ball,1,rxplus,7
712,264,315,332,ball,1,rxplus,13
714,291,338,345,ball,1,rxplus,19
714,313,326,329,ball,1,rxplus,25
733,324,325,324,ball,1,rxplus,31
719,324,344,332,ball,1,rxplus,37
755,317,331,341,ball,1,rxplus,43
741,408,315,326,ball,1,rxplus,49
779,337,336,332,ball,1,rxplus,55
791,316,328,334,ball,1,rxplus,61
794,358,342,338,ball,1,rxplus,67
809,338,336,335,ball,1,rxplus,73
801,365,338,335,ball,1,rxplus,79
774,348,365,349,ball,1,rxplus,85
821,383,332,329,ball,1,rxplus,91
822,358,334,334,ball,1,rxplus,97
810,339,353,351,ball,1,rxplus,103
801,368,374,365,ball,1,rxplus,109
841,363,321,319,ball,1,rxplus,115
842,380,328,336,ball,1,rxplus,121
855,374,332,335,ball,1,rxplus,127
616,159,369,378,ball,1,ryminus,1
644,222,350,343,ball,1,ryminus,7
562,205,417,416,ball,1,ryminus,13
556,143,411,417,ball,1,ryminus,19
643,129,391,401,ball,1,ryminus,25
561,204,434,403,ball,1,ryminus,31
539,173,426,408,ball,1,ryminus,37
639,178,407,402,ball,1,ryminus,43
618,144,434,484,ball,1,ryminus,49
613,237,416,408,ball,1,ryminus,55
597,126,405,410,ball,1,ryminus,61
662,153,395,392,ball,1,ryminus,67
650,189,394,393,ball,1,ryminus,73
581,125,443,436,ball,1,ryminus,79
688,142,420,397,ball,1,ryminus,85
652,220,431,472,ball,1,ryminus,91
563,153,480,423,ball,1,ryminus,97
664,115,424,435,ball,1,ryminus,103
625,179,455,475,ball,1,ryminus,109
628,132,448,438,ball,1,ryminus,115
632,161,442,441,ball,1,ryminus,121
622,134,440,436,ball,1,ryminus,127
668,133,422,453,ball,1,ryplus,1
659,252,363,368,ball,1,ryplus,7
651,215,377,368,ball,1,ryplus,13
674,214,370,402,ball,1,ryplus,19
691,211,371,374,ball,1,ryplus,25
717,179,369,384,ball,1,ryplus,31
688,205,378,381,ball,1,ryplus,37
721,176,411,411,ball,1,ryplus,43
744,217,378,377,ball,1,ryplus,49
732,191,383,384,ball,1,ryplus,55
754,196,378,417,ball,1,ryplus,61
773,181,392,395,ball,1,ryplus,67
715,178,396,392,ball,1,ryplus,73
712,187,402,420,ball,1,ryplus,79
735,190,403,439,ball,1,ryplus,85
733,158,396,416,ball,1,ryplus,91
741,146,425,472,ball,1,ryplus,97
739,188,408,411,ball,1,ryplus,103
710,188,399,409,ball,1,ryplus,109
749,210,405,387,ball,1,ryplus,115
736,184,396,402,ball,1,ryplus,121
791,211,416,430,ball,1,ryplus,127
724,176,442,428,ball,1,ryplus,133
689,190,356,360,ball,1,rzminus,1
647,250,328,320,ball,1,rzminus,7
658,213,333,343,ball,1,rzminus,13
690,218,350,350,ball,1,rzminus,19
663,215,361,351,ball,1,rzminus,25
698,179,346,388,ball,1,rzminus,31
681,225,367,360,ball,1,rzminus,37
659,194,372,369,ball,1,rzminus,43
685,211,368,374,ball,1,rzminus,49
683,226,366,365,ball,1,rzminus,55
653,185,390,393,ball,1,rzminus,61
680,209,366,377,ball,1,rzminus,67
634,186,382,399,ball,1,rzminus,73
659,200,391,381,ball,1,rzminus,79
665,196,393,406,ball,1,rzminus,85
648,216,376,382,ball,1,rzminus,91
654,233,371,367,ball,1,rzminus,97
603,193,420,422,ball,1,rzminus,103
644,226,394,393,ball,1,rzminus,109
607,203,390,396,ball,1,rzminus,115
663,209,403,414,ball,1,rzminus,121
617,211,413,385,ball,1,rzminus,127
673,204,385,385,ball,1,rzminus,133
513,208,340,336,ball,1,rzplus,1
489,226,387,389,ball,1,rzplus,7
531,229,371,368,ball,1,rzplus,13
568,200,381,375,ball,1,rzplus,19
576,210,389,401,ball,1,rzplus,25
608,200,371,384,ball,1,rzplus,31
624,155,423,449,ball,1,rzplus,37
596,195,387,387,ball,1,rzplus,43
647,128,409,469,ball,1,rzplus,49
645,199,389,395,ball,1,rzplus,55
650,221,390,390,ball,1,rzplus,61
690,202,409,401,ball,1,rzplus,67
659,207,391,395,ball,1,rzplus,73
686,184,377,395,ball,1,rzplus,79
721,197,387,399,ball,1,rzplus,85
683,217,378,383,ball,1,rzplus,91
679,169,429,449,ball,1,rzplus,97
694,209,430,445,ball,1,rzplus,103
658,162,433,481,ball,1,rzplus,109
709,168,403,416,ball,1,rzplus,115
694,206,414,413,ball,1,rzplus,121
638,230,393,399,ball,1,rzplus,127
649,156,397,385,ball,1,rzplus,133
695,456,247,262,ball,2,rxminus,1
794,466,331,318,ball,2,rxminus,7
793,471,218,226,ball,2,rxminus,13
742,422,234,253,ball,2,rxminus,19
706,444,251,250,ball,2,rxminus,25
714,431,272,261,ball,2,rxminus,31
715,436,252,252,ball,2,rxminus,37
719,437,245,258,ball,2,rxminus,43
712,428,273,270,ball,2,rxminus,49
698,386,303,313,ball,2,rxminus,55
747,435,251,245,ball,2,rxminus,61
739,390,323,337,ball,2,rxminus,67
735,434,269,271,ball,2,rxminus,73
765,431,239,248,ball,2,rxminus,79
678,410,355,364,ball,2,rxminus,85
745,468,272,258,ball,2,rxminus,91
722,423,294,299,ball,2,rxminus,97
739,435,262,264,ball,2,rxminus,103
750,433,262,307,ball,2,rxminus,109
701,410,251,257,ball,2,rxminus,115
691,389,268,273,ball,2,rxminus,121
728,332,290,299,ball,2,rxplus,1
716,335,285,280,ball,2,rxplus,7
704,307,266,280,ball,2,rxplus,13
719,327,279,311,ball,2,rxplus,19
714,345,276,278,ball,2,rxplus,25
698,344,269,285,ball,2,rxplus,31
701,350,335,301,ball,2,rxplus,37
720,365,297,300,ball,2,rxplus,43
682,351,326,312,ball,2,rxplus,49
733,342,285,304,ball,2,rxplus,55
705,346,397,367,ball,2,rxplus,61
719,366,281,284,ball,2,rxplus,67
720,355,328,347,ball,2,rxplus,73
724,407,284,294,ball,2,rxplus,79
765,386,275,275,ball,2,rxplus,85
773,397,262,268,ball,2,rxplus,91
761,400,265,264,ball,2,rxplus,97
763,383,268,289,ball,2,rxplus,103
755,361,288,308,ball,2,rxplus,109
718,377,288,321,ball,2,rxplus,115
687,337,282,282,ball,2,rxplus,121
858,270,294,263,ball,2,ryminus,1
838,274,259,262,ball,2,ryminus,7
756,246,234,249,ball,2,ryminus,13
718,251,241,256,ball,2,ryminus,19
699,259,248,269,ball,2,ryminus,25
717,255,254,301,ball,2,ryminus,31
695,282,284,288,ball,2,ryminus,37
661,253,323,303,ball,2,ryminus,43
669,258,249,249,ball,2,ryminus,49
730,277,230,228,ball,2,ryminus,55
724,258,293,295,ball,2,ryminus,61
705,293,215,261,ball,2,ryminus,67
659,255,383,326,ball,2,ryminus,73
660,290,316,314,ball,2,ryminus,79
702,291,250,265,ball,2,ryminus,85
718,289,239,267,ball,2,ryminus,91
683,304,277,268,ball,2,ryminus,97
684,293,303,313,ball,2,ryminus,103
671,278,294,385,ball,2,ryminus,109
662,304,266,275,ball,2,ryminus,115
662,276,256,259,ball,2,ryminus,121
731,315,230,251,ball,2,ryplus,1
763,340,232,254,ball,2,ryplus,7
723,313,242,256,ball,2,ryplus,13
727,300,250,263,ball,2,ryplus,19
689,325,253,251,ball,2,ryplus,25
675,313,304,303,ball,2,ryplus,31
673,313,287,271,ball,2,ryplus,37
723,301,263,247,ball,2,ryplus,43
658,292,381,318,ball,2,ryplus,49
732,288,264,260,ball,2,ryplus,55
728,300,275,271,ball,2,ryplus,61
701,302,291,301,ball,2,ryplus,67
596,239,437,384,ball,2,ryplus,73
710,354,277,248,ball,2,ryplus,79
718,337,268,279,ball,2,ryplus,85
726,317,263,275,ball,2,ryplus,91
